@relation Binary_final_data_#Linux
@attribute A {not,free,'virtue hard',panic,very,writer,less,complete,name,'less option',tool,arm,evil,board,python,any,'not much',much,happy,suspicious,'market leader',learn,'free space',rescue,sin,market,'time good','not flower computer','news arm',secure,time,'love hate hate',woman,'tree tree','execution more',more,'quick nice','machine python','delayed failure',building,failure,'save key','save key phase',key,memory,black,window,clock,'tree present',city,computer,little,like,'not party',most,god,love,never,'less good',birthday,'red hat red hat','red hat',improve,'not not',destruction,'time more',book,'world happy','machine improve pain',spring,man,mail,machine,'sunlight scared',game,'much dislike','free learn',moment,'tree game','space bar','safe context','part useful',present,cat,elegant,mistake,useless,hand,easy,'thought learn more',quick,'very nice',useful,'part love',beast,'part more','lucky money car','kind music enjoy',fault,part,delayed,pie,good,flag,'dark free game',serious,'not tool',car,'method not',cell,'arm reserved memory',favor,world,bloody,custom,'cold war',home,'arm tree',house,color,hat,people,material,'evil complete','book knowledge',capable,method,pizza,'free learn more',proud,'arm memory',event,'people death news','lake city',news,movie,'little save',killer,'python game',infection,nice,space,'quite surprised not more',bus,'army knife','freedom improve computer','like like',option,idea,'world much',health,tree,dark,air,'good book',imagine,'computer interest kids blind','most news',life,'christmas time',thought,'part part',green,'alert free',slow,lake,family,'free free','tower tower destroy',fear,'arm clock',slave,'not people','python part',execution,'free time',agony,'improve pain',trouble,quite,dump,crash,'pretty pretty much not','dark free inspired',mind,'time time',severe,privacy,lust,'news foam',answer,power,watch,hide,'people hide',month,'building tool','learn dump watch',safe,confused,'hope like much','name name','much hard','not learn',nun,'history history','not stupid',wine,'learn more',dollar,'friendly tool',umbrella,'part tool','any easy',music,'more life',lamp,barrel,'life not',humble,'like nice',fantasy,'game never','wish good','hard hard',kind,accident,'little option','hard much',boy,hairdryer,dirty,couple,'more color',metal,trust,shadow,'nice little nice','any space',item,false,'more most','love love',enjoy,sun,fall,'broken useful',knowledge,journal,'health dump',foam,'arm tree board','learn python easy','python python','power board',social}
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G {Happiness,Fear,Disgust,Anger,Sadness}
@data
market,0.426,0.288,0.278,0.296,0.278,Happiness
market,0.426,0.288,0.278,0.296,0.278,Happiness
most,0,0,0,0,0,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
learn,0.706,0.34,0.304,0.332,0.222,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
'not not',0,0,0,0,0,Happiness
'free time',0.643,0.293,0.31,0.349,0.241,Happiness
'free time',0.643,0.293,0.31,0.349,0.241,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
month,0.332,0.236,0.242,0.252,0.228,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
complete,0,0,0,0,0,Happiness
panic,0.24,0.468,0.508,0.792,0.336,Fear
'building tool',0.325,0.257,0.24,0.275,0.248,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
'book knowledge',0.643,0.317,0.318,0.314,0.295,Happiness
quick,0.506,0.266,0.262,0.282,0.228,Happiness
quick,0.506,0.266,0.262,0.282,0.228,Happiness
quick,0.506,0.266,0.262,0.282,0.228,Happiness
quick,0.506,0.266,0.262,0.282,0.228,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
car,0.718,0.326,0.29,0.384,0.256,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
'learn dump watch',0.442,0.364,0.384,0.356667,0.351333,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
'python game',0.484,0.357,0.311,0.502,0.359,Fear
not,0,0,0,0,0,Happiness
bus,0.314,0.292,0.25,0.286,0.298,Happiness
bus,0.314,0.292,0.25,0.286,0.298,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
'time more',0.414,0.356,0.39,0.432,0.264,Fear
'time more',0.414,0.356,0.39,0.432,0.264,Fear
'time more',0.414,0.356,0.39,0.432,0.264,Fear
'time more',0.414,0.356,0.39,0.432,0.264,Fear
good,0.884,0.234,0.228,0.242,0.226,Happiness
'time more',0.414,0.356,0.39,0.432,0.264,Fear
car,0.718,0.326,0.29,0.384,0.256,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
market,0.426,0.288,0.278,0.296,0.278,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
safe,0.824,0.204,0.218,0.272,0.206,Happiness
never,0,0,0,0,0,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
tool,0.316,0.266,0.242,0.27,0.246,Happiness
car,0.718,0.326,0.29,0.384,0.256,Happiness
most,0,0,0,0,0,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
happy,0.936,0.216,0.234,0.222,0.22,Happiness
'world happy',0.761,0.268,0.3,0.287,0.264,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
news,0.428,0.418,0.49,0.466,0.418,Sadness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
market,0.426,0.288,0.278,0.296,0.278,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
part,0.316,0.256,0.298,0.274,0.252,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
confused,0.234,0.464,0.456,0.42,0.286,Anger
bus,0.314,0.292,0.25,0.286,0.298,Happiness
bus,0.314,0.292,0.25,0.286,0.298,Happiness
more,0,0,0,0,0,Happiness
'hope like much',0.814,0.22,0.27,0.264,0.22,Happiness
'name name',0.508,0.298,0.278,0.264,0.252,Happiness
key,0.422,0.266,0.244,0.25,0.226,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
'much hard',0.165,0.222,0.175,0.221,0.14,Anger
secure,0.812,0.226,0.258,0.302,0.228,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
secure,0.812,0.226,0.258,0.302,0.228,Happiness
improve,0.792,0.258,0.25,0.294,0.212,Happiness
more,0,0,0,0,0,Happiness
'not learn',0.294,0.66,0.696,0.668,0.778,Disgust
part,0.316,0.256,0.298,0.274,0.252,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
good,0.884,0.234,0.228,0.242,0.226,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
book,0.606,0.4,0.4,0.372,0.36,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
proud,0.636,0.31,0.258,0.316,0.252,Happiness
'love hate hate',0.574,0.576,0.54,0.523,0.424,Anger
free,0.872,0.23,0.23,0.266,0.218,Happiness
'not learn',0.294,0.66,0.696,0.668,0.778,Disgust
'not learn',0.294,0.66,0.696,0.668,0.778,Disgust
python,0.262,0.336,0.304,0.71,0.478,Fear
python,0.262,0.336,0.304,0.71,0.478,Fear
panic,0.24,0.468,0.508,0.792,0.336,Fear
destruction,0.24,0.76,0.668,0.616,0.47,Anger
destruction,0.24,0.76,0.668,0.616,0.47,Anger
'book knowledge',0.643,0.317,0.318,0.314,0.295,Happiness
most,0,0,0,0,0,Happiness
proud,0.636,0.31,0.258,0.316,0.252,Happiness
nun,0.464,0.278,0.322,0.27,0.24,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
'history history',0.4,0.3,0.342,0.308,0.306,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
'not stupid',0.746,0.476,0.586,0.672,0.622,Happiness
more,0,0,0,0,0,Happiness
wine,0.74,0.29,0.368,0.282,0.308,Happiness
destruction,0.24,0.76,0.668,0.616,0.47,Anger
'book knowledge',0.643,0.317,0.318,0.314,0.295,Happiness
destruction,0.24,0.76,0.668,0.616,0.47,Anger
learn,0.706,0.34,0.304,0.332,0.222,Happiness
health,0.846,0.334,0.376,0.446,0.294,Happiness
health,0.846,0.334,0.376,0.446,0.294,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
free,0.872,0.23,0.23,0.266,0.218,Happiness
destruction,0.24,0.76,0.668,0.616,0.47,Anger
color,0.694,0.268,0.288,0.284,0.246,Happiness
not,0,0,0,0,0,Happiness
name,0.508,0.298,0.278,0.264,0.252,Happiness
'book knowledge',0.643,0.317,0.318,0.314,0.295,Happiness
destruction,0.24,0.76,0.668,0.616,0.47,Anger
'book knowledge',0.643,0.317,0.318,0.314,0.295,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
'learn more',0.706,0.34,0.304,0.332,0.222,Happiness
'free learn more',0.789,0.285,0.267,0.299,0.22,Happiness
'not learn',0.294,0.66,0.696,0.668,0.778,Disgust
nice,0.854,0.222,0.232,0.228,0.224,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
learn,0.706,0.34,0.304,0.332,0.222,Happiness
memory,0.672,0.4,0.494,0.384,0.338,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
'red hat',0.447,0.35,0.256,0.308,0.25,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
agony,0.208,0.488,0.692,0.542,0.342,Sadness
agony,0.208,0.488,0.692,0.542,0.342,Sadness
'tower tower destroy',0.268667,0.434667,0.427333,0.472667,0.338,Fear
love,0.944,0.34,0.432,0.41,0.244,Happiness
mind,0.598,0.384,0.4,0.428,0.352,Happiness
writer,0.53,0.33,0.39,0.316,0.286,Happiness
dollar,0.692,0.258,0.242,0.272,0.264,Happiness
'tower tower destroy',0.268667,0.434667,0.427333,0.472667,0.338,Fear
'tree tree',0.516,0.224,0.228,0.234,0.212,Happiness
'tower tower destroy',0.268667,0.434667,0.427333,0.472667,0.338,Fear
free,0.872,0.23,0.23,0.266,0.218,Happiness
nun,0.464,0.278,0.322,0.27,0.24,Happiness
nun,0.464,0.278,0.322,0.27,0.24,Happiness
'friendly tool',0.617,0.245,0.23,0.244,0.229,Happiness
'friendly tool',0.617,0.245,0.23,0.244,0.229,Happiness
present,0.81,0.252,0.27,0.272,0.224,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
umbrella,0.426,0.292,0.298,0.256,0.28,Happiness
umbrella,0.426,0.292,0.298,0.256,0.28,Happiness
umbrella,0.426,0.292,0.298,0.256,0.28,Happiness
'part tool',0.316,0.261,0.27,0.272,0.249,Happiness
people,0.626,0.382,0.38,0.386,0.344,Happiness
pie,0.772,0.244,0.238,0.232,0.266,Happiness
'any easy',0.216,0.778,0.77,0.762,0.782,Disgust
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
nun,0.464,0.278,0.322,0.27,0.24,Happiness
'not not',0,0,0,0,0,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
music,0.852,0.326,0.358,0.264,0.244,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
umbrella,0.426,0.292,0.298,0.256,0.28,Happiness
nun,0.464,0.278,0.322,0.27,0.24,Happiness
nun,0.464,0.278,0.322,0.27,0.24,Happiness
nun,0.464,0.278,0.322,0.27,0.24,Happiness
'more life',0.456,0.178,0.2,0.202,0.136,Happiness
hat,0.436,0.23,0.23,0.228,0.236,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
'red hat',0.447,0.35,0.256,0.308,0.25,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
lamp,0.352,0.224,0.23,0.23,0.224,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
color,0.694,0.268,0.288,0.284,0.246,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
hat,0.436,0.23,0.23,0.228,0.236,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
key,0.422,0.266,0.244,0.25,0.226,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
key,0.422,0.266,0.244,0.25,0.226,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
barrel,0.278,0.25,0.25,0.28,0.234,Fear
most,0,0,0,0,0,Happiness
barrel,0.278,0.25,0.25,0.28,0.234,Fear
good,0.884,0.234,0.228,0.242,0.226,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
'life not',0.912,0.356,0.4,0.404,0.272,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
humble,0.626,0.264,0.316,0.264,0.222,Happiness
humble,0.626,0.264,0.316,0.264,0.222,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
'not tool',0.684,0.734,0.758,0.73,0.754,Sadness
game,0.706,0.378,0.318,0.294,0.24,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
more,0,0,0,0,0,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
more,0,0,0,0,0,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
color,0.694,0.268,0.288,0.284,0.246,Happiness
bus,0.314,0.292,0.25,0.286,0.298,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
time,0.414,0.356,0.39,0.432,0.264,Fear
tool,0.316,0.266,0.242,0.27,0.246,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
'like nice',0.6832,0.1776,0.1856,0.1824,0.1792,Happiness
fantasy,0.814,0.238,0.262,0.25,0.244,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
'like nice',0.6832,0.1776,0.1856,0.1824,0.1792,Happiness
'game never',0.706,0.378,0.318,0.294,0.24,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
time,0.414,0.356,0.39,0.432,0.264,Fear
time,0.414,0.356,0.39,0.432,0.264,Fear
more,0,0,0,0,0,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
'wish good',0.851,0.248,0.278,0.265,0.222,Happiness
music,0.852,0.326,0.358,0.264,0.244,Happiness
proud,0.636,0.31,0.258,0.316,0.252,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
world,0.586,0.32,0.366,0.352,0.308,Happiness
'hard hard',0.33,0.444,0.35,0.442,0.28,Anger
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
dollar,0.692,0.258,0.242,0.272,0.264,Happiness
kind,0.834,0.222,0.222,0.206,0.21,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
secure,0.812,0.226,0.258,0.302,0.228,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
'world happy',0.761,0.268,0.3,0.287,0.264,Happiness
'world happy',0.761,0.268,0.3,0.287,0.264,Happiness
'world happy',0.761,0.268,0.3,0.287,0.264,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
'python game',0.484,0.357,0.311,0.502,0.359,Fear
game,0.706,0.378,0.318,0.294,0.24,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
lamp,0.352,0.224,0.23,0.23,0.224,Happiness
accident,0.212,0.564,0.722,0.738,0.376,Fear
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
python,0.262,0.336,0.304,0.71,0.478,Fear
easy,0.784,0.222,0.23,0.238,0.218,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
improve,0.792,0.258,0.25,0.294,0.212,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
learn,0.706,0.34,0.304,0.332,0.222,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
most,0,0,0,0,0,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
'little option',0.422,0.736,0.762,0.686,0.784,Disgust
more,0,0,0,0,0,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
privacy,0.618,0.304,0.288,0.316,0.232,Happiness
'hard much',0.33,0.444,0.35,0.442,0.28,Anger
free,0.872,0.23,0.23,0.266,0.218,Happiness
imagine,0.716,0.236,0.252,0.312,0.23,Happiness
severe,0.256,0.506,0.514,0.594,0.336,Fear
'quite surprised not more',0.268,0.714,0.722,0.62,0.772,Disgust
tool,0.316,0.266,0.242,0.27,0.246,Happiness
'quite surprised not more',0.268,0.714,0.722,0.62,0.772,Disgust
boy,0.598,0.334,0.342,0.342,0.32,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
machine,0.37,0.338,0.276,0.364,0.278,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
bus,0.314,0.292,0.25,0.286,0.298,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
life,0.912,0.356,0.4,0.404,0.272,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
machine,0.37,0.338,0.276,0.364,0.278,Happiness
hairdryer,0.376,0.284,0.228,0.252,0.23,Happiness
news,0.428,0.418,0.49,0.466,0.418,Sadness
'world happy',0.761,0.268,0.3,0.287,0.264,Happiness
dirty,0.256,0.46,0.388,0.388,0.74,Disgust
couple,0.81,0.288,0.324,0.322,0.246,Happiness
couple,0.81,0.288,0.324,0.322,0.246,Happiness
couple,0.81,0.288,0.324,0.322,0.246,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
machine,0.37,0.338,0.276,0.364,0.278,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
health,0.846,0.334,0.376,0.446,0.294,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
family,0.922,0.294,0.3,0.248,0.218,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
writer,0.53,0.33,0.39,0.316,0.286,Happiness
writer,0.53,0.33,0.39,0.316,0.286,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
more,0,0,0,0,0,Happiness
health,0.846,0.334,0.376,0.446,0.294,Happiness
evil,0.206,0.764,0.594,0.792,0.558,Fear
color,0.694,0.268,0.288,0.284,0.246,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
'not not',0,0,0,0,0,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
color,0.694,0.268,0.288,0.284,0.246,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
python,0.262,0.336,0.304,0.71,0.478,Fear
hat,0.436,0.23,0.23,0.228,0.236,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
free,0.872,0.23,0.23,0.266,0.218,Happiness
not,0,0,0,0,0,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
machine,0.37,0.338,0.276,0.364,0.278,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
like,0,0,0,0,0,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
privacy,0.618,0.304,0.288,0.316,0.232,Happiness
more,0,0,0,0,0,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
privacy,0.618,0.304,0.288,0.316,0.232,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
more,0,0,0,0,0,Happiness
nice,0.854,0.222,0.232,0.228,0.224,Happiness
most,0,0,0,0,0,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
couple,0.81,0.288,0.324,0.322,0.246,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
'more color',0.347,0.134,0.144,0.142,0.123,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
option,0.578,0.264,0.238,0.314,0.216,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
accident,0.212,0.564,0.722,0.738,0.376,Fear
time,0.414,0.356,0.39,0.432,0.264,Fear
safe,0.824,0.204,0.218,0.272,0.206,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
people,0.626,0.382,0.38,0.386,0.344,Happiness
flag,0.626,0.284,0.318,0.288,0.246,Happiness
complete,0,0,0,0,0,Happiness
secure,0.812,0.226,0.258,0.302,0.228,Happiness
secure,0.812,0.226,0.258,0.302,0.228,Happiness
metal,0.296,0.276,0.27,0.296,0.23,Happiness
trust,0.822,0.308,0.31,0.382,0.27,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
option,0.578,0.264,0.238,0.314,0.216,Happiness
'life not',0.912,0.356,0.4,0.404,0.272,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
'like like',0,0,0,0,0,Happiness
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
'life not',0.912,0.356,0.4,0.404,0.272,Happiness
safe,0.824,0.204,0.218,0.272,0.206,Happiness
python,0.262,0.336,0.304,0.71,0.478,Fear
suspicious,0.256,0.468,0.338,0.524,0.35,Fear
arm,0.366,0.246,0.218,0.234,0.226,Happiness
complete,0,0,0,0,0,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
like,0,0,0,0,0,Happiness
like,0,0,0,0,0,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
most,0,0,0,0,0,Happiness
failure,0.228,0.732,0.812,0.78,0.572,Sadness
shadow,0.304,0.278,0.342,0.46,0.242,Fear
free,0.872,0.23,0.23,0.266,0.218,Happiness
complete,0,0,0,0,0,Happiness
boy,0.598,0.334,0.342,0.342,0.32,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
'nice little nice',0.5,0.5,0.5,0.5,0.5,Happiness
safe,0.824,0.204,0.218,0.272,0.206,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
time,0.414,0.356,0.39,0.432,0.264,Fear
tool,0.316,0.266,0.242,0.27,0.246,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
very,0,0,0,0,0,Happiness
'any space',0.488,0.758,0.7,0.63,0.778,Disgust
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
'like like',0,0,0,0,0,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
'like like',0,0,0,0,0,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
'not not',0,0,0,0,0,Happiness
clock,0.3,0.262,0.276,0.28,0.252,Happiness
lamp,0.352,0.224,0.23,0.23,0.224,Happiness
severe,0.256,0.506,0.514,0.594,0.336,Fear
clock,0.3,0.262,0.276,0.28,0.252,Happiness
item,0.322,0.264,0.248,0.248,0.244,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
like,0,0,0,0,0,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
more,0,0,0,0,0,Happiness
panic,0.24,0.468,0.508,0.792,0.336,Fear
false,0.244,0.524,0.422,0.4,0.318,Anger
free,0.872,0.23,0.23,0.266,0.218,Happiness
clock,0.3,0.262,0.276,0.28,0.252,Happiness
'world happy',0.761,0.268,0.3,0.287,0.264,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
secure,0.812,0.226,0.258,0.302,0.228,Happiness
panic,0.24,0.468,0.508,0.792,0.336,Fear
free,0.872,0.23,0.23,0.266,0.218,Happiness
clock,0.3,0.262,0.276,0.28,0.252,Happiness
'free free',0.872,0.23,0.23,0.266,0.218,Happiness
secure,0.812,0.226,0.258,0.302,0.228,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
hat,0.436,0.23,0.23,0.228,0.236,Happiness
secure,0.812,0.226,0.258,0.302,0.228,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
'life not',0.912,0.356,0.4,0.404,0.272,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
not,0,0,0,0,0,Happiness
not,0,0,0,0,0,Happiness
not,0,0,0,0,0,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
'world happy',0.761,0.268,0.3,0.287,0.264,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
'like like',0,0,0,0,0,Happiness
improve,0.792,0.258,0.25,0.294,0.212,Happiness
clock,0.3,0.262,0.276,0.28,0.252,Happiness
'freedom improve computer',0.738,0.294,0.264667,0.306,0.242,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
'like like',0,0,0,0,0,Happiness
clock,0.3,0.262,0.276,0.28,0.252,Happiness
'love hate hate',0.574,0.576,0.54,0.523,0.424,Anger
'nice little nice',0.5,0.5,0.5,0.5,0.5,Happiness
