A,B,C,D,E,F 
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
not,0,0,0,0,0
more,0,0,0,0,0
powerful,0.6679999999999999,0.32,0.256,0.45,0.262
powerful,0.6679999999999999,0.32,0.256,0.45,0.262
powerful,0.6679999999999999,0.32,0.256,0.45,0.262
powerful,0.6679999999999999,0.32,0.256,0.45,0.262
powerful,0.6679999999999999,0.32,0.256,0.45,0.262
useful,0.71,0.254,0.23199999999999998,0.22799999999999998,0.22400000000000003
happy,0.9359999999999999,0.21600000000000003,0.23399999999999999,0.22200000000000003,0.22000000000000003
happy,0.9359999999999999,0.21600000000000003,0.23399999999999999,0.22200000000000003,0.22000000000000003
useful,0.71,0.254,0.23199999999999998,0.22799999999999998,0.22400000000000003
powerful,0.6679999999999999,0.32,0.256,0.45,0.262
useful,0.71,0.254,0.23199999999999998,0.22799999999999998,0.22400000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
useful,0.71,0.254,0.23199999999999998,0.22799999999999998,0.22400000000000003
never easy,0.21600000000000003,0.7779999999999999,0.77,0.762,0.782
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
not,0,0,0,0,0
more good news,0.43499999999999994,0.26749999999999996,0.302,0.2935,0.26549999999999996
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
not,0,0,0,0,0
not,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
power execution,0.458,0.5,0.5,0.5820000000000001,0.46399999999999997
pretty pretty much,0.8640000000000001,0.27599999999999997,0.318,0.292,0.264
like more,0,0,0,0,0
learn more,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
most,0,0,0,0,0
most,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
complete,0,0,0,0,0
world,0.5860000000000001,0.32,0.366,0.352,0.308
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
complete,0,0,0,0,0
world,0.5860000000000001,0.32,0.366,0.352,0.308
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
world,0.5860000000000001,0.32,0.366,0.352,0.308
world,0.5860000000000001,0.32,0.366,0.352,0.308
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
most,0,0,0,0,0
face,0.624,0.368,0.4,0.372,0.348
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379
complete,0,0,0,0,0
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
complete,0,0,0,0,0
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
very,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
very,0,0,0,0,0
not,0,0,0,0,0
little,0,0,0,0,0
complete,0,0,0,0,0
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
complete,0,0,0,0,0
not,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
free python world,0.5733333333333334,0.29533333333333334,0.3,0.44266666666666665,0.3346666666666667
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
complete,0,0,0,0,0
complete,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
complete,0,0,0,0,0
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
life,0.9119999999999999,0.356,0.4,0.404,0.272
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
any,0,0,0,0,0
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
memory,0.6719999999999999,0.4,0.49400000000000005,0.384,0.33799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
memory,0.6719999999999999,0.4,0.49400000000000005,0.384,0.33799999999999997
cancer,0.20800000000000002,0.592,0.806,0.756,0.42000000000000004
not,0,0,0,0,0
free python world,0.5733333333333334,0.29533333333333334,0.3,0.44266666666666665,0.3346666666666667
world,0.5860000000000001,0.32,0.366,0.352,0.308
adult,0.51,0.282,0.318,0.42800000000000005,0.236
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
industry,0.378,0.322,0.296,0.282,0.33799999999999997
mind,0.5980000000000001,0.384,0.4,0.42800000000000005,0.352
not,0,0,0,0,0
part,0.316,0.256,0.298,0.274,0.252
part,0.316,0.256,0.298,0.274,0.252
part,0.316,0.256,0.298,0.274,0.252
free python world,0.5733333333333334,0.29533333333333334,0.3,0.44266666666666665,0.3346666666666667
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free python world,0.5733333333333334,0.29533333333333334,0.3,0.44266666666666665,0.3346666666666667
not,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free python world,0.5733333333333334,0.29533333333333334,0.3,0.44266666666666665,0.3346666666666667
free python world,0.5733333333333334,0.29533333333333334,0.3,0.44266666666666665,0.3346666666666667
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
not,0,0,0,0,0
not,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
industry,0.378,0.322,0.296,0.282,0.33799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
much more,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
not,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
industry,0.378,0.322,0.296,0.282,0.33799999999999997
very,0,0,0,0,0
very,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
more,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
more,0,0,0,0,0
custom,0.442,0.242,0.256,0.236,0.23399999999999999
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
world,0.5860000000000001,0.32,0.366,0.352,0.308
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
adult,0.51,0.282,0.318,0.42800000000000005,0.236
custom,0.442,0.242,0.256,0.236,0.23399999999999999
custom,0.442,0.242,0.256,0.236,0.23399999999999999
custom,0.442,0.242,0.256,0.236,0.23399999999999999
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
world,0.5860000000000001,0.32,0.366,0.352,0.308
world,0.5860000000000001,0.32,0.366,0.352,0.308
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
python machine machine python,0.316,0.337,0.2899999999999999,0.537,0.378
world,0.5860000000000001,0.32,0.366,0.352,0.308
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
useful,0.71,0.254,0.23199999999999998,0.22799999999999998,0.22400000000000003
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
enjoy,0,0,0,0,0
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
good mold,0.5549999999999999,0.284,0.24699999999999997,0.278,0.46299999999999997
any,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
any,0,0,0,0,0
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
custom,0.442,0.242,0.256,0.236,0.23399999999999999
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
scholar improve,0.751,0.26,0.252,0.275,0.21500000000000002
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
more,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
fabric,0.398,0.242,0.242,0.22999999999999998,0.25
more,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
life,0.9119999999999999,0.356,0.4,0.404,0.272
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
any,0,0,0,0,0
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
any,0,0,0,0,0
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
any,0,0,0,0,0
life,0.9119999999999999,0.356,0.4,0.404,0.272
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
life,0.9119999999999999,0.356,0.4,0.404,0.272
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
life,0.9119999999999999,0.356,0.4,0.404,0.272
any,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
life,0.9119999999999999,0.356,0.4,0.404,0.272
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
any,0,0,0,0,0
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
fun machine,0.651,0.273,0.24500000000000002,0.29400000000000004,0.242
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
machine method,0.34199999999999997,0.29500000000000004,0.263,0.31100000000000005,0.261
life,0.9119999999999999,0.356,0.4,0.404,0.272
method,0.314,0.252,0.25,0.258,0.244
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
most,0,0,0,0,0
journal,0.462,0.346,0.398,0.33999999999999997,0.29
life,0.9119999999999999,0.356,0.4,0.404,0.272
complete python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
life,0.9119999999999999,0.356,0.4,0.404,0.272
complete,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
tower not,0.29,0.29,0.322,0.388,0.272
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
complete python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
most,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
most,0,0,0,0,0
most,0,0,0,0,0
man,0.6679999999999999,0.396,0.362,0.36,0.33999999999999997
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
more,0,0,0,0,0
more,0,0,0,0,0
tower not,0.29,0.29,0.322,0.388,0.272
tower not,0.29,0.29,0.322,0.388,0.272
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
more,0,0,0,0,0
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
more,0,0,0,0,0
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
complete,0,0,0,0,0
complete,0,0,0,0,0
tower not,0.29,0.29,0.322,0.388,0.272
tower not,0.29,0.29,0.322,0.388,0.272
more,0,0,0,0,0
more,0,0,0,0,0
memories,0.8300000000000001,0.404,0.54,0.352,0.316
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
memories,0.8300000000000001,0.404,0.54,0.352,0.316
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
more,0,0,0,0,0
memories,0.8300000000000001,0.404,0.54,0.352,0.316
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
part,0.316,0.256,0.298,0.274,0.252
tune,0.6,0.23399999999999999,0.27,0.22599999999999998,0.22599999999999998
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
most,0,0,0,0,0
people,0.626,0.382,0.38,0.386,0.344
breast cancer,0.404,0.414,0.534,0.512,0.34500000000000003
part,0.316,0.256,0.298,0.274,0.252
more,0,0,0,0,0
time,0.414,0.356,0.39,0.43200000000000005,0.264
time,0.414,0.356,0.39,0.43200000000000005,0.264
natural spring,0.761,0.25599999999999995,0.26399999999999996,0.266,0.255
more,0,0,0,0,0
natural spring,0.761,0.25599999999999995,0.26399999999999996,0.266,0.255
progress,0.724,0.22400000000000003,0.22400000000000003,0.282,0.21200000000000002
more,0,0,0,0,0
victory not,0.884,0.254,0.22400000000000003,0.22400000000000003,0.21200000000000002
power complete,0.692,0.34199999999999997,0.27999999999999997,0.476,0.294
python machine machine python,0.316,0.337,0.2899999999999999,0.537,0.378
machine machine python,0.33399999999999996,0.3373333333333333,0.28533333333333327,0.4793333333333333,0.3446666666666667
natural,0.648,0.27599999999999997,0.282,0.296,0.268
python machine machine python,0.316,0.337,0.2899999999999999,0.537,0.378
more,0,0,0,0,0
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
house time,0.524,0.297,0.324,0.331,0.257
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
power execution,0.458,0.5,0.5,0.5820000000000001,0.46399999999999997
victory not,0.884,0.254,0.22400000000000003,0.22400000000000003,0.21200000000000002
victory not,0.884,0.254,0.22400000000000003,0.22400000000000003,0.21200000000000002
more,0,0,0,0,0
more,0,0,0,0,0
natural,0.648,0.27599999999999997,0.282,0.296,0.268
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
natural,0.648,0.27599999999999997,0.282,0.296,0.268
natural,0.648,0.27599999999999997,0.282,0.296,0.268
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
victory not,0.884,0.254,0.22400000000000003,0.22400000000000003,0.21200000000000002
fabric,0.398,0.242,0.242,0.22999999999999998,0.25
fabric,0.398,0.242,0.242,0.22999999999999998,0.25
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
more,0,0,0,0,0
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
cell,0.458,0.33999999999999997,0.322,0.33599999999999997,0.258
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
secure,0.8119999999999999,0.22599999999999998,0.258,0.302,0.22799999999999998
natural spring,0.761,0.25599999999999995,0.26399999999999996,0.266,0.255
more,0,0,0,0,0
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
more,0,0,0,0,0
cell,0.458,0.33999999999999997,0.322,0.33599999999999997,0.258
house time,0.524,0.297,0.324,0.331,0.257
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
free python python,0.4653333333333334,0.30066666666666664,0.2793333333333333,0.5619999999999999,0.3913333333333334
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
free python python,0.4653333333333334,0.30066666666666664,0.2793333333333333,0.5619999999999999,0.3913333333333334
like,0,0,0,0,0
house time,0.524,0.297,0.324,0.331,0.257
people tune,0.613,0.308,0.325,0.30599999999999994,0.285
useful,0.71,0.254,0.23199999999999998,0.22799999999999998,0.22400000000000003
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997
market,0.426,0.288,0.27799999999999997,0.296,0.27799999999999997
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004
breast cancer,0.404,0.414,0.534,0.512,0.34500000000000003
breast cancer,0.404,0.414,0.534,0.512,0.34500000000000003
useful,0.71,0.254,0.23199999999999998,0.22799999999999998,0.22400000000000003
breast cancer,0.404,0.414,0.534,0.512,0.34500000000000003
breast cancer,0.404,0.414,0.534,0.512,0.34500000000000003
breast cancer,0.404,0.414,0.534,0.512,0.34500000000000003
natural spring,0.761,0.25599999999999995,0.26399999999999996,0.266,0.255
people tune,0.613,0.308,0.325,0.30599999999999994,0.285
world,0.5860000000000001,0.32,0.366,0.352,0.308
natural spring,0.761,0.25599999999999995,0.26399999999999996,0.266,0.255
natural spring,0.761,0.25599999999999995,0.26399999999999996,0.266,0.255
world,0.5860000000000001,0.32,0.366,0.352,0.308
world,0.5860000000000001,0.32,0.366,0.352,0.308
house time,0.524,0.297,0.324,0.331,0.257
house time,0.524,0.297,0.324,0.331,0.257
house time,0.524,0.297,0.324,0.331,0.257
free,0.8720000000000001,0.22999999999999998,0.22999999999999998,0.266,0.21800000000000003
learn,0.706,0.33999999999999997,0.304,0.33199999999999996,0.22200000000000003
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
free python,0.567,0.28300000000000003,0.267,0.488,0.34800000000000003
